企業名,証券コード,EDINETコード,docID,帳簿価額（元単位）,時価（元単位）,含み益（元単位）,元単位,ソースファイル,注記,帳簿価額_百万円,時価_百万円,含み益_百万円
株式会社イード,6038,E31343,S100WQQU,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E31343-000_2025-06-30_01_2025-09-24_ixbrl.htm,開示なし,,,
株式会社フジミインコーポレーテッド,5384,E01207,S100W0LO,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01207-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
デジタル・インフォメーション・テクノロジー株式会社,3916,E31573,S100WQQ5,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E31573-000_2025-06-30_01_2025-09-24_ixbrl.htm,開示なし,,,
株式会社フーバーブレイン,3927,E31977,S100W46G,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E31977-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
ペットゴー株式会社,7140,E37589,S100W3EE,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E37589-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ナガオカ,6239,E31575,S100WQEO,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E31575-000_2025-06-30_01_2025-09-24_ixbrl.htm,開示なし,,,
株式会社朝日ネット,3834,E04496,S100W33B,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04496-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社グリーンズ,6547,E32988,S100WQPA,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E32988-000_2025-06-30_01_2025-09-24_ixbrl.htm,開示なし,,,
サワイグループホールディングス株式会社,4887,E36190,S100W39J,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E36190-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社ユニバンス,7254,E02183,S100W39V,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02183-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
積水樹脂株式会社,4212,E01008,S100W6ZH,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01008-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ＡＺ－ＣＯＭ丸和ホールディングス株式会社,9090,E30443,S100W3OV,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E30443-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
アグレ都市デザイン株式会社,3467,E32158,S100W3VZ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E32158-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
ドリームベッド株式会社,7791,E36627,S100W4D5,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E36627-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社テー・オー・ダブリュー,4767,E05100,S100WQIM,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05100-000_2025-06-30_01_2025-09-24_ixbrl.htm,開示なし,,,
システムズ・デザイン株式会社,3766,E05469,S100W3VU,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05469-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
日本製紙株式会社,3863,E11873,S100W5KI,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E11873-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
澁谷工業株式会社,6340,E01666,S100WQN6,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01666-000_2025-06-30_01_2025-09-24_ixbrl.htm,開示なし,,,
株式会社三栄コーポレーション,8119,E02647,S100W3YY,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02647-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
オルバヘルスケアホールディングス株式会社,2689,E02928,S100WQ48,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02928-000_2025-06-30_01_2025-09-24_ixbrl.htm,開示なし,,,
日本製鉄株式会社,5401,E01225,S100W3AT,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01225-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
キュービーネットホールディングス株式会社,6571,E33838,S100WQ4P,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E33838-000_2025-06-30_01_2025-09-24_ixbrl.htm,開示なし,,,
西川計測株式会社,7500,E02847,S100WQDH,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02847-000_2025-06-30_01_2025-09-24_ixbrl.htm,開示なし,,,
株式会社高見澤,5283,E01208,S100WQGP,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01208-000_2025-06-30_01_2025-09-24_ixbrl.htm,開示なし,,,
不二サッシ株式会社,5940,E01422,S100W2EZ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01422-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
ＮＴＮ株式会社,6472,E01601,S100W1RK,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01601-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ジィ・シィ企画,4073,E36666,S100WQNZ,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E36666-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
日本通信株式会社,9424,E04473,S100W51C,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04473-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社オカムラ食品工業,2938,E38979,S100WQVV,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E38979-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
株式会社アテクト,4241,E01066,S100W5CD,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01066-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社タウンズ,197A,E39645,S100WRAR,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E39645-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
株式会社グリムス,3150,E22547,S100W7E4,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E22547-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社エム・エイチ・グループ,9439,E05055,S100WQ59,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05055-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
株式会社グリッド,5582,E38683,S100WQ2M,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E38683-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
株式会社秋田銀行,8343,E03546,S100W1T2,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03546-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社Ｊ－オイルミルズ,2613,E00434,S100W2BH,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00434-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
ＤＮホールディングス株式会社,7377,E36539,S100WQ3S,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E36539-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
全保連株式会社,5845,E39018,S100W6DG,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E39018-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
笹徳印刷株式会社,3958,E38898,S100WQWB,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E38898-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
ハウス食品グループ本社株式会社,2810,E00462,S100W1GI,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00462-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
新日本空調株式会社,1952,E00227,S100W6DZ,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00227-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
岡谷電機産業株式会社,6926,E01928,S100W3JZ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01928-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
レーザーテック株式会社,6920,E01991,S100WQ7F,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01991-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ株式会社,4265,E37222,S100W3W3,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E37222-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社Ｇｅｏｌｏｃａｔｉｏｎ　Ｔｅｃｈｎｏｌｏｇｙ,4018,E36312,S100WQXY,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E36312-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
株式会社日本Ｍ＆Ａセンターホールディングス,2127,E05629,S100W1KQ,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05629-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社メディックス,331A,E40420,S100W570,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E40420-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ＡＩメカテック株式会社,6227,E36750,S100WQVH,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E36750-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
東京鐵鋼株式会社,5445,E01292,S100W5X9,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01292-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社壽屋,7809,E33392,S100WQU3,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E33392-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
株式会社エフ・シー・シー,7296,E02221,S100W2JQ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02221-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社フルヤ金属,7826,E02485,S100WR44,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02485-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
株式会社イノベーション,3970,E32766,S100W428,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E32766-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
オルガノ株式会社,6368,E01571,S100W6CP,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01571-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
フリー株式会社,4478,E35325,S100WQR3,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E35325-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
カシオ計算機株式会社,6952,E01935,S100W670,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01935-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
日本高周波鋼業株式会社,5476,E01240,S100W2MS,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01240-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
手間いらず株式会社,2477,E05564,S100WQOA,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05564-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
ムトー精工株式会社,7927,E01032,S100W2GU,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01032-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社スマートバリュー,9417,E31524,S100WQZW,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E31524-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
ウリドキ株式会社,418A,E40919,S100XN60,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E40919-000_2025-11-30_01_2026-02-26_ixbrl.htm,開示なし,,,
株式会社スカラ,4845,E05187,S100WPSD,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05187-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
株式会社ＮｅｘＴｏｎｅ,7094,E35562,S100W378,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E35562-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ゴルフ・ドゥ,3032,E03474,S100W5RS,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03474-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ブリーチ,9162,E38698,S100WR5N,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E38698-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
日本食品化工株式会社,2892,E00442,S100W24D,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00442-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社ソノコム,7902,E02428,S100W7BV,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02428-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社やまみ,2820,E32364,S100WQUM,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E32364-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
株式会社イワキ,6237,E32189,S100W3U3,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E32189-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ベイシス株式会社,4068,E36659,S100WR7P,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E36659-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
株式会社クレステック,7812,E31622,S100WQQN,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E31622-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
中央可鍛工業株式会社,5607,E01284,S100W2C8,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01284-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社メイコー,6787,E02056,S100W363,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02056-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ブレインパッド,3655,E25817,S100WQYI,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E25817-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
ケンコーマヨネーズ株式会社,2915,E00493,S100W3MC,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00493-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社ファインシンター,5994,E01396,S100W69N,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01396-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ジャパンクラフトホールディングス株式会社,7135,E36969,S100WQJ2,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E36969-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
新晃工業株式会社,6458,E01669,S100VO1N,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01669-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社カネカ,4118,E00879,S100W4R9,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00879-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社平山ホールディングス,7781,E31602,S100WR5J,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E31602-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
アールビバン株式会社,7523,E03276,S100W3T2,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03276-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社城南進学研究社,4720,E05030,S100W6QR,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05030-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社物語コーポレーション,3097,E03528,S100WR57,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03528-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
スルガ銀行株式会社,8358,E03571,S100W2NC,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03571-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社三ツ知,3439,E02491,S100WQN3,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02491-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
ニチバン株式会社,4218,E01000,S100W347,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01000-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社コモ,2224,E00388,S100W446,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00388-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ＡｅｒｏＥｄｇｅ株式会社,7409,E38695,S100WQWW,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E38695-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
東北電力株式会社,9506,E04501,S100W1ER,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04501-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
兼松株式会社,8020,E02506,S100W7BP,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02506-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
リックス株式会社,7525,E02856,S100W29P,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02856-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社サニーサイドアップグループ,2180,E21381,S100WQST,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E21381-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
株式会社星医療酸器,7634,E03330,S100W5LL,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03330-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社アソインターナショナル,9340,E38139,S100WR24,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E38139-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
Ｓ＆Ｊ株式会社,5599,E39122,S100W7BJ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E39122-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社鈴木,6785,E02058,S100WQD6,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02058-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
ティアック株式会社,6803,E01932,S100W2OM,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01932-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
サンネクスタグループ株式会社,8945,E05505,S100WQZF,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05505-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
エレコム株式会社,6750,E02066,S100W2TM,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02066-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
明治電機工業株式会社,3388,E02992,S100W7AD,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02992-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
東洋ドライルーブ株式会社,4976,E01068,S100WR11,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01068-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
ジャパンマテリアル株式会社,6055,E26124,S100W2YW,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E26124-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
カンダホールディングス株式会社,9059,E04194,S100W6B7,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04194-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
メディアスホールディングス株式会社,3154,E22995,S100WQP5,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E22995-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
シスメックス株式会社,6869,E02015,S100W5IV,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02015-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社　京葉銀行,8544,E03641,S100W2G3,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03641-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
ステラファーマ株式会社,4888,E35496,S100W6ZM,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E35496-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ヒット,378A,E40715,S100WQTA,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E40715-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
ＥＮＥＯＳホールディングス株式会社,5020,E24050,S100W1E2,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E24050-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社クオルテック,9165,E38693,S100WM9C,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E38693-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
株式会社ぐるなび,2440,E05456,S100W3UG,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05456-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
ポバール興業株式会社,4247,E30692,S100W79V,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E30692-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ショーボンドホールディングス株式会社,1414,E00329,S100WQS8,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00329-000_2025-06-30_01_2025-09-25_ixbrl.htm,開示なし,,,
フジプレアム株式会社,4237,E02348,S100W2V4,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02348-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社御園座,9664,E04609,S100W42X,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E04609-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
川崎重工業株式会社,7012,E02127,S100VWDC,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02127-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
ステラケミファ株式会社,4109,E00805,S100W3QL,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00805-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ニデック株式会社,6594,E01975,S100WRH7,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01975-000_2025-03-31_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,194A,E39640,S100WRRL,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E39640-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社サクシード,9256,E37221,S100W78X,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E37221-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
新東工業株式会社,6339,E01541,S100W29W,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01541-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
ＤＡＩＫＯ　ＸＴＥＣＨ株式会社,8023,E02683,S100W5I6,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02683-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ビーブレイクシステムズ,3986,E33232,S100WR2U,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E33232-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
田辺工業株式会社,1828,E00242,S100W32Y,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00242-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
山九株式会社,9065,E04324,S100W1SE,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04324-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ツムラ,4540,E01018,S100VZNA,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01018-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社ｕｎｅｒｒｙ,5034,E37815,S100WRCL,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E37815-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社　ハウス　オブ　ローゼ,7506,E03266,S100W2K0,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E03266-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
ポラリス・ホールディングス株式会社,3010,E00521,S100W4G1,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00521-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社きちりホールディングス,3082,E03512,S100WR4M,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03512-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
株式会社マキタ,6586,E01920,S100W2Z1,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01920-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
株式会社エイチワン,5989,E02222,S100W6QU,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02222-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社プラッツ,7813,E31344,S100WLVW,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E31344-000_2025-06-30_01_2025-09-26_ixbrl.htm,開示なし,,,
日本新薬株式会社,4516,E00931,S100W33D,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00931-000_2025-03-31_01_2025-06-24_ixbrl.htm,開示なし,,,
