企業名,証券コード,EDINETコード,docID,帳簿価額（元単位）,時価（元単位）,含み益（元単位）,元単位,ソースファイル,注記,帳簿価額_百万円,時価_百万円,含み益_百万円
株式会社エスエルディー,3223,E31291,S100VUG3,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E31291-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社マーキュリー,5025,E37397,S100VUDI,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E37397-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
野村ホールディングス株式会社,8604,E03752,S100VXTD,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03752-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社ロック・フィールド,2910,E00482,S100WEDD,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00482-000_2025-04-30_01_2025-07-24_ixbrl.htm,開示なし,,,
レカム株式会社,3323,E02971,S100XD4C,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02971-000_2025-09-30_01_2025-12-25_ixbrl.htm,開示なし,,,
オーエスジー株式会社,6136,E01377,S100XM3S,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01377-000_2025-11-30_01_2026-02-19_ixbrl.htm,開示なし,,,
ｎｍｓホールディングス株式会社,2162,E05676,S100W7H8,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05676-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ＨＥＲＯＺ株式会社,4382,E33880,S100WEIR,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E33880-000_2025-04-30_01_2025-07-24_ixbrl.htm,開示なし,,,
株式会社ライズ・コンサルティング・グループ,9168,E38895,S100VUDE,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E38895-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社フロンティア,4250,E34221,S100XMWH,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E34221-000_2025-11-30_01_2026-02-25_ixbrl.htm,開示なし,,,
アスカ株式会社,7227,E02233,S100XNA6,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02233-000_2025-11-30_01_2026-02-26_ixbrl.htm,開示なし,,,
株式会社ベルシステム２４ホールディングス,6183,E31896,S100VUCM,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E31896-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社ミンカブ・ジ・インフォノイド,4436,E34754,S100W2TP,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34754-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
キャリアリンク株式会社,6070,E26839,S100W325,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E26839-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
アゼアス株式会社,3161,E24248,S100WEGE,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E24248-000_2025-04-30_01_2025-07-25_ixbrl.htm,開示なし,,,
株式会社識学,7049,E34634,S100VU6F,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E34634-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社ＩＡＣＥトラベル,343A,E40408,S100W1OL,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E40408-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社バッファロー,6676,E02086,S100W5CM,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02086-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社柿安本店,2294,E03283,S100WEKB,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03283-000_2025-04-30_01_2025-07-25_ixbrl.htm,開示なし,,,
株式会社アサンテ,6073,E27303,S100VZ7T,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E27303-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
電気興業株式会社,6706,E01897,S100W1TK,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01897-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社スプリックス,7030,E34053,S100XCTM,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34053-000_2025-09-30_01_2025-12-26_ixbrl.htm,開示なし,,,
株式会社ヤマザワ,9993,E03228,S100VUJT,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03228-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
佐藤食品工業株式会社,2814,E00484,S100W18M,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E00484-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
ヤーマン株式会社,6630,E23829,S100WEFJ,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E23829-000_2025-04-30_01_2025-07-25_ixbrl.htm,開示なし,,,
株式会社オークファン,3674,E27394,S100XDE3,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E27394-000_2025-09-30_01_2025-12-26_ixbrl.htm,開示なし,,,
株式会社アシロ,7378,E34994,S100XHO2,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34994-000_2025-10-31_01_2026-01-27_ixbrl.htm,開示なし,,,
クオンタムソリューションズ株式会社,2338,E05315,S100VSRO,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05315-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社ＧＥＮＯＶＡ,9341,E38215,S100W2S5,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E38215-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社アスカネット,2438,E05483,S100WE8J,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05483-000_2025-04-30_01_2025-07-25_ixbrl.htm,開示なし,,,
株式会社オハラ,5218,E01170,S100XHTP,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01170-000_2025-10-31_01_2026-01-29_ixbrl.htm,開示なし,,,
マルシェ株式会社,7524,E03278,S100W2QP,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E03278-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
東和フードサービス株式会社,3329,E03436,S100WEOL,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03436-000_2025-04-30_01_2025-07-25_ixbrl.htm,開示なし,,,
アクセルマーク株式会社,3624,E05707,S100XBJN,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05707-000_2025-09-30_01_2025-12-23_ixbrl.htm,開示なし,,,
株式会社ビーアンドピー,7804,E34800,S100XHVC,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34800-000_2025-10-31_01_2026-01-28_ixbrl.htm,開示なし,,,
ベースフード株式会社,2936,E38104,S100VUG5,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E38104-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社ナ・デックス,7435,E02011,S100WEWJ,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02011-000_2025-04-30_01_2025-07-28_ixbrl.htm,開示なし,,,
ｎｏｔｅ株式会社,5243,E38043,S100XMWX,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E38043-000_2025-11-30_01_2026-02-25_ixbrl.htm,開示なし,,,
ジャパンエレベーターサービスホールディングス株式会社,6544,E33034,S100W1YP,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E33034-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社ｇｕｍｉ,3903,E31060,S100WEZ4,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E31060-000_2025-04-30_01_2025-07-28_ixbrl.htm,開示なし,,,
株式会社サーラコーポレーション,2734,E03408,S100XL6L,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03408-000_2025-11-30_01_2026-02-16_ixbrl.htm,開示なし,,,
株式会社グリーンクロスホールディングス,272A,E39812,S100WF2M,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E39812-000_2025-04-30_01_2025-07-28_ixbrl.htm,開示なし,,,
株式会社プレイド,4165,E34973,S100XAX3,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E34973-000_2025-09-30_01_2025-12-17_ixbrl.htm,開示なし,,,
ナトコ株式会社,4627,E00915,S100XH69,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00915-000_2025-10-31_01_2026-01-26_ixbrl.htm,開示なし,,,
株式会社ツインバード,6897,E02017,S100VU9O,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02017-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
新日本理化株式会社,4406,E00882,S100W17N,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00882-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社　梅の花グループ,7604,E03314,S100WESD,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03314-000_2025-04-30_01_2025-07-28_ixbrl.htm,開示なし,,,
株式会社ストライク,6196,E32380,S100XAN1,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E32380-000_2025-09-30_01_2025-12-17_ixbrl.htm,開示なし,,,
パルステック工業株式会社,6894,E02021,S100W2ND,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02021-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社ノバック,5079,E37468,S100WEW1,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E37468-000_2025-04-30_01_2025-07-29_ixbrl.htm,開示なし,,,
株式会社パルグループホールディングス,2726,E03387,S100VU6M,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03387-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社アストロスケールホールディングス,186A,E39661,S100WFBP,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E39661-000_2025-04-30_01_2025-07-29_ixbrl.htm,開示なし,,,
株式会社レオクラン,7681,E34455,S100XACD,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E34455-000_2025-09-30_01_2025-12-17_ixbrl.htm,開示なし,,,
株式会社三陽商会,8011,E00593,S100VUIE,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00593-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
松井証券株式会社,8628,E03807,S100W2C3,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E03807-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社学びエイド,184A,E39653,S100WFAH,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E39653-000_2025-04-30_01_2025-07-29_ixbrl.htm,開示なし,,,
株式会社アトラエ,6194,E32400,S100XAZ6,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E32400-000_2025-09-30_01_2025-12-17_ixbrl.htm,開示なし,,,
株式会社岐阜造園,1438,E32682,S100XCY4,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E32682-000_2025-09-30_01_2025-12-24_ixbrl.htm,開示なし,,,
ベルグアース株式会社,1383,E25969,S100XHX5,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E25969-000_2025-10-31_01_2026-01-28_ixbrl.htm,開示なし,,,
サインポスト株式会社,3996,E33519,S100VTPB,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E33519-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
水戸証券株式会社,8622,E03762,S100W2S3,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E03762-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社オキサイド,6521,E36433,S100VU8P,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E36433-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
日本アビオニクス株式会社,6946,E01968,S100W2D9,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01968-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
アスクル株式会社,2678,E03363,S100WFG6,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03363-000_2025-05-20_01_2025-07-30_ixbrl.htm,開示なし,,,
株式会社ソフトウェア・サービス,3733,E05376,S100XHCP,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05376-000_2025-10-31_01_2026-01-26_ixbrl.htm,開示なし,,,
シュッピン株式会社,3179,E27051,S100W1QS,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E27051-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
ＡＮＹＣＯＬＯＲ株式会社,5032,E37573,S100WFMJ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E37573-000_2025-04-30_01_2025-07-30_ixbrl.htm,開示なし,,,
ＢＢＤイニシアティブ株式会社,5259,E38288,S100XCEC,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E38288-000_2025-09-30_01_2025-12-23_ixbrl.htm,開示なし,,,
株式会社プラスアルファ・コンサルティング,4071,E36635,S100XD0A,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E36635-000_2025-09-30_01_2025-12-25_ixbrl.htm,開示なし,,,
株式会社笑美面,9237,E38969,S100XIJD,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E38969-000_2025-10-31_01_2026-01-30_ixbrl.htm,開示なし,,,
株式会社アップガレージグループ,7134,E37143,S100W2GN,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E37143-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社スマレジ,4431,E34643,S100WFK1,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E34643-000_2025-04-30_01_2025-07-30_ixbrl.htm,開示なし,,,
株式会社カナミックネットワーク,3939,E32603,S100XAZ4,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E32603-000_2025-09-30_01_2025-12-17_ixbrl.htm,開示なし,,,
ＢＣＣ株式会社,7376,E36655,S100XC7N,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E36655-000_2025-09-30_01_2025-12-23_ixbrl.htm,開示なし,,,
株式会社キユーソー流通システム,9369,E04213,S100XMO8,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04213-000_2025-11-30_01_2026-02-24_ixbrl.htm,開示なし,,,
株式会社安川電機,6506,E01741,S100VUHZ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01741-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社シード,7743,E02414,S100W2QR,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02414-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社ザッパラス,3770,E05484,S100WFCH,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05484-000_2025-04-30_01_2025-07-30_ixbrl.htm,開示なし,,,
ＲｅＹｕｕ　Ｊａｐａｎ株式会社,9425,E05481,S100XIBW,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05481-000_2025-10-31_01_2026-01-30_ixbrl.htm,開示なし,,,
株式会社市進ホールディングス,4645,E04958,S100VUAH,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04958-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社フロンティアインターナショナル,7050,E34657,S100WFVC,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34657-000_2025-04-30_01_2025-07-31_ixbrl.htm,開示なし,,,
株式会社オリエンタルコンサルタンツホールディングス,2498,E05646,S100XBHA,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05646-000_2025-09-30_01_2025-12-23_ixbrl.htm,開示なし,,,
株式会社ＲＹＯＤＥＮ,8084,E02518,S100W1PN,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02518-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,7095,E35534,S100WFS4,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E35534-000_2025-04-30_01_2025-07-31_ixbrl.htm,開示なし,,,
扶桑電通株式会社,7505,E03264,S100XAQS,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E03264-000_2025-09-30_01_2025-12-17_ixbrl.htm,開示なし,,,
株式会社ＣＩＮＣ,4378,E36989,S100XHNB,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E36989-000_2025-10-31_01_2026-01-28_ixbrl.htm,開示なし,,,
株式会社きもと,7908,E02425,S100VU5M,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02425-000_2025-03-31_01_2025-05-29_ixbrl.htm,開示なし,,,
石油資源開発株式会社,1662,E00041,S100W2QE,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00041-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社ブッキングリゾート,324A,E40334,S100WFTJ,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E40334-000_2025-04-30_01_2025-07-31_ixbrl.htm,開示なし,,,
株式会社学研ホールディングス,9470,E00707,S100XBI1,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00707-000_2025-09-30_01_2025-12-18_ixbrl.htm,開示なし,,,
株式会社コパ・コーポレーション,7689,E35554,S100VUGE,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E35554-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
ヤマハ株式会社,7951,E02362,S100W0I3,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02362-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
日本乾溜工業株式会社,1771,E00276,S100XB9B,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00276-000_2025-09-30_01_2025-12-18_ixbrl.htm,開示なし,,,
ジョルダン株式会社,3710,E05336,S100XDG9,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05336-000_2025-09-30_01_2025-12-26_ixbrl.htm,開示なし,,,
バリュークリエーション株式会社,9238,E39089,S100VUFN,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E39089-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社アインホールディングス,9627,E04896,S100WFSA,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04896-000_2025-04-30_01_2025-07-31_ixbrl.htm,開示なし,,,
株式会社ヒューマンクリエイションホールディングス,7361,E36420,S100XB82,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E36420-000_2025-09-30_01_2025-12-18_ixbrl.htm,開示なし,,,
株式会社ＥｄｕＬａｂ,4427,E34544,S100XCYG,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34544-000_2025-09-30_01_2025-12-24_ixbrl.htm,開示なし,,,
巴工業株式会社,6309,E01705,S100XHQ6,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01705-000_2025-10-31_01_2026-01-28_ixbrl.htm,開示なし,,,
津田駒工業株式会社,6217,E01524,S100XMJD,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01524-000_2025-11-30_01_2026-02-24_ixbrl.htm,開示なし,,,
株式会社システムインテグレータ,3826,E05643,S100VUF5,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05643-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社Ｒｅｂａｓｅ,5138,E38171,S100W25W,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E38171-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社トーエル,3361,E03454,S100WFAY,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03454-000_2025-04-30_01_2025-07-31_ixbrl.htm,開示なし,,,
ＩＭＶ株式会社,7760,E02352,S100XAL6,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02352-000_2025-09-30_01_2025-12-18_ixbrl.htm,開示なし,,,
東洋合成工業株式会社,4970,E01051,S100W2KH,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E01051-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社創建エース,1757,E00288,S100WHL5,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00288-000_2025-03-31_01_2025-08-07_ixbrl.htm,開示なし,,,
株式会社ＮＥＸＹＺ．Ｇｒｏｕｐ,4346,E05268,S100XBEF,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05268-000_2025-09-30_01_2025-12-18_ixbrl.htm,開示なし,,,
株式会社エービーシー・マート,2670,E02925,S100VTWZ,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02925-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
トランス・コスモス株式会社,9715,E04837,S100W1SJ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04837-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
サツドラホールディングス株式会社,3544,E32381,S100WH8K,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E32381-000_2025-05-15_01_2025-08-07_ixbrl.htm,開示なし,,,
株式会社グッドコムアセット,3475,E30726,S100XHS4,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E30726-000_2025-10-31_01_2026-01-28_ixbrl.htm,開示なし,,,
株式会社東京衡機,7719,E01587,S100VU9R,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01587-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
弁護士ドットコム株式会社,6027,E31009,S100W1SD,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E31009-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
コーセル株式会社,6905,E01856,S100WGO2,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01856-000_2025-05-20_01_2025-08-07_ixbrl.htm,開示なし,,,
株式会社スマサポ,9342,E38200,S100XBCH,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E38200-000_2025-09-30_01_2025-12-18_ixbrl.htm,開示なし,,,
株式会社ＥＬＥＭＥＮＴＳ,5246,E38169,S100XMUN,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E38169-000_2025-11-30_01_2026-02-25_ixbrl.htm,開示なし,,,
株式会社ジェーソン,3080,E03509,S100VUA9,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03509-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
ブックオフグループホールディングス株式会社,9278,E34102,S100WJSD,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34102-000_2025-05-31_01_2025-08-15_ixbrl.htm,開示なし,,,
株式会社サカイホールディングス,9446,E05181,S100XB7R,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05181-000_2025-09-30_01_2025-12-18_ixbrl.htm,開示なし,,,
株式会社ミロク,7983,E02376,S100XHE6,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02376-000_2025-10-31_01_2026-01-27_ixbrl.htm,開示なし,,,
エコートレーディング株式会社,7427,E02801,S100VTNS,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02801-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社要興業,6566,E33633,S100W1QP,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E33633-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社大光,3160,E24129,S100WJ4B,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E24129-000_2025-05-31_01_2025-08-19_ixbrl.htm,開示なし,,,
成友興業株式会社,9170,E38906,S100XB94,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E38906-000_2025-09-30_01_2025-12-18_ixbrl.htm,開示なし,,,
株式会社不二越,6474,E01603,S100XMRN,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01603-000_2025-11-30_01_2026-02-24_ixbrl.htm,開示なし,,,
日本インシュレーション株式会社,5368,E35497,S100W1NE,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E35497-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社クスリのアオキホールディングス,3549,E10737,S100WJXT,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E10737-000_2025-05-20_01_2025-08-19_ixbrl.htm,開示なし,,,
